,row_index,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,Review
41,41,1583824204-2,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rida shaikh,Amazing shampoo,Reviewed in India on 2 April 2019,I tried so many shampoos for my thick rough and dry hairs but not even single suits me but this shampoo is amazing cheap in price but works amazing atleast for my hair it's better then every high rated  branded shampoo it also stop my hairfall i love this product,4.0 out of 5 stars,,,[],"['rough hairs', 'many shampoos', ""'s then"", 'single suits', 'thick hairs']",[],[],[],Amazing shampoo. I tried so many shampoos for my thick rough and dry hairs but not even single suits me but this shampoo is amazing cheap in price but works amazing atleast for my hair it's better then every high rated  branded shampoo it also stop my hairfall i love this product
42,42,1583824204-10,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sunkis,Not suitable for my hair,Reviewed in India on 25 November 2018,After using this my hair fall increased. Utterly disappointed. We need much quantity to get rid of oil and dust from hair this leads to hair fall.,1.0 out of 5 stars,,,"[('hair fall', 'fall')]",['much quantity'],[],[],[],Not suitable for my hair. After using this my hair fall increased. Utterly disappointed. We need much quantity to get rid of oil and dust from hair this leads to hair fall.
43,43,1583824254-227,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Misbah mahaveen,whole bottle got leaked,Reviewed in India on 12 June 2018,Whole bottle got leaked my money got wasted,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],['Whole bottle'],[],[],[],whole bottle got leaked. Whole bottle got leaked my money got wasted
44,44,1583824206-14,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vijayeta,Great stuff,Reviewed in India on 20 January 2019,"Best of the best...u don't need conditionerror after using it...it makes hair so shiny,soft,gives full volume n lustrous. It doesn't support hairfall  problem otherwise great product",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],"['great product', ""n't support"", ""n't need""]",[],[],[],"Great stuff. Best of the best...u don't need conditionerror after using it...it makes hair so shiny,soft,gives full volume n lustrous. It doesn't support hairfall  problem otherwise great product"
45,45,1583824234-134,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pushpanjali,Keeps hair soft,Reviewed in India on 1 February 2019,Keeps hair soft but yes hair fall has not decreased.,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],['not decreased'],[],[],[],Keeps hair soft. Keeps hair soft but yes hair fall has not decreased.
46,46,1583824234-137,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aaron,Nice,Reviewed in India on 2 February 2019,Nice,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],[],[],[],[],Nice. Nice
47,47,1583824236-150,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Very good product,Reviewed in India on 6 October 2018,"Very nice, thanks to amazon",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],[],[],[],[],"Very good product. Very nice, thanks to amazon"
48,48,1583824223-87,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,K A SUBASHINI,Hairfall is reduced after prolonged period of usage upto 1 month,Reviewed in India on 7 January 2020,Very good product. I am continuously using this product.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],"['continuously using', 'good product', 'Very good product']",[],[],[],Hairfall is reduced after prolonged period of usage upto 1 month. Very good product. I am continuously using this product.
49,49,1583824228-105,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Muralikrishna,Bad packaging,Reviewed in India on 26 November 2018,we lost some shampoo content inside the bottle.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,"[('shampoo content', 'content')]",[],[],[],[],Bad packaging. we lost some shampoo content inside the bottle.
50,50,1583824215-53,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shanker goud,Best for this price,Reviewed in India on 1 October 2019,Worth every penny,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,[],[],[],[],[],Best for this price. Worth every penny
51,51,1583824245-182,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,siva kumar,Promising Shampoo... real anti hairfall,Reviewed in India on 17 November 2018,From past a year and so I have been using this shampoo trust me it’s awesome. Hair fall reduced completely. I checked several other shampoos for a change but when I apply and pluck my hair with my palm there were used to two to three hair but after using nyle anti hairfall same check I performed my palm used to be with no hair remains in it. Also it’s smooth. I use this daily. It’s results are promising.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,"[('Hair fall', 'fall'), ('palm t', 't')]","['opalm ther shampoos', 'same check', 'reduced complepalm tely', 'several shampoos']",[],[],[],Promising Shampoo... real anti hairfall. From past a year and so I have been using this shampoo trust me it’s awesome. Hair fall reduced completely. I checked several other shampoos for a change but when I apply and pluck my hair with my palm there were used to two to three hair but after using nyle anti hairfall same check I performed my palm used to be with no hair remains in it. Also it’s smooth. I use this daily. It’s results are promising.
52,52,1583824243-176,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Nice,Reviewed in India on 17 May 2017,Nice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],[],[],[],[],Nice. Nice
53,53,1583824228-108,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Muneer A.,Bad one,Reviewed in India on 23 May 2019,Not Good,2.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,[],[],[],[],[],Bad one. Not Good
54,54,1583824208-30,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,divya,Damaged product,Reviewed in India on 12 September 2019,Product recieved in a damaged condition,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,[],['damaged condition'],[],[],[],Damaged product. Product recieved in a damaged condition
55,55,1583824223-81,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,B bhavana,It's a Good shampoo,Reviewed in India on 7 October 2019,Nice product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],['Nice product'],[],[],[],It's a Good shampoo. Nice product
56,56,1583824211-35,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,RKS,Excellent,Reviewed in India on 28 November 2018,"Very good product, no hair loss after using the product",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,"[('hair loss', 'loss')]","['good product', 'Very good product']",[],[],[],"Excellent. Very good product, no hair loss after using the product"
57,57,1583824218-64,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bharat s.,Good for hear,Reviewed in India on 6 November 2019,No cosmetic and necharal,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],[],[],[],[],Good for hear. No cosmetic and necharal
58,58,1583824204-5,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,RAja Velampalli,I have noticed a great change in decreasing my hair fall,Reviewed in India on 26 March 2019,I have noticed a great change in decreasing my hair fall,5.0 out of 5 stars,,,[],['great change'],[],[],[],I have noticed a great change in decreasing my hair fall. I have noticed a great change in decreasing my hair fall
59,59,1583824215-59,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lakshmi,Awesome shampoo.,Reviewed in India on 26 May 2018,Nyle is a very mild shampoo and this anti-hairfall variant is very nice.Definitely worth  it.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,"[('hairfall variant', 'variant')]","['mild shampoo', 'very mild shampoo', 'anti hairfall variant']",[],[],[],Awesome shampoo.. Nyle is a very mild shampoo and this anti-hairfall variant is very nice.Definitely worth  it.
60,60,1583824243-180,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Khushi,Best Shampoo!,Reviewed in India on 7 June 2018,"Best shampoo to use.
Leaves good fragrance after hair wash...
Thank you....",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],"['good fragrance', 'Best shampoo']",[],[],[],"Best Shampoo!. Best shampoo to use.
Leaves good fragrance after hair wash...
Thank you...."
61,61,1583824204-1,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Priyanka,Ideal for dry hair people.,Reviewed in India on 9 November 2018,Currently i'm using it....it makes your hair smooth and soft. My hair is oily so it makes my hair good for 2/3 days. So if anyone have dry hair they can use it...as it has the ability to make your hair smooth and soft for couple of days.,5.0 out of 5 stars,,,[],"['Currently using', 'So use', 'dry hair']",[],[],[],Ideal for dry hair people.. Currently i'm using it....it makes your hair smooth and soft. My hair is oily so it makes my hair good for 2/3 days. So if anyone have dry hair they can use it...as it has the ability to make your hair smooth and soft for couple of days.
62,62,1583824245-187,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,imran,Five Stars,Reviewed in India on 19 November 2017,Best one..hairfall stopped in few days..grt experence,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,[],"['Best one', 'few days', 'grt experence']",[],[],[],Five Stars. Best one..hairfall stopped in few days..grt experence
63,63,1583824236-147,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Piali Das,Perfect one,Reviewed in India on 24 November 2018,Very good shampoo with nice packeging,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],"['nice packeging', 'good shampoo', 'Very good shampoo']",[],[],[],Perfect one. Very good shampoo with nice packeging
64,64,1583824221-79,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kushal,I ordered 800ml got 400ml,Reviewed in India on 28 August 2019,Not at all value for money,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,[],[],[],[],[],I ordered 800ml got 400ml. Not at all value for money
65,65,1583824225-95,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rahul tripathi,Super,Reviewed in India on 10 October 2019,Osm products,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,"[('Osm products', 'products')]",[],[],[],[],Super. Osm products
66,66,1583824223-88,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shahul,Value of money,Reviewed in India on 8 January 2020,Good long life,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],"['Good life', 'long life']",[],[],[],Value of money. Good long life
67,67,1583824208-27,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aneesh Venkatachalam,Simply wow,Reviewed in India on 5 March 2019,Nice shampoo with great smell and it is damn effective.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,[],"['Nice shampoo', 'great smell']",[],[],[],Simply wow. Nice shampoo with great smell and it is damn effective.
68,68,1583824250-202,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anupkumar bothara,Nice,Reviewed in India on 1 July 2018,Nice product,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],['Nice product'],[],[],[],Nice. Nice product
69,69,1583824228-104,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,albert,Good,Reviewed in India on 20 October 2018,Gud product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,[],['Gud product'],[],[],[],Good. Gud product
70,70,1583824225-93,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sushanth,Ok,Reviewed in India on 10 November 2019,Scent is nice,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],[],[],[],[],Ok. Scent is nice
71,71,1583824213-44,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,rohit chauhan,Super,Reviewed in India on 11 November 2018,Yeah it’s really working on hair fall..,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,[],['really working'],[],[],[],Super. Yeah it’s really working on hair fall..
72,72,1583824208-29,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,gopal krishan,Happy happy,Reviewed in India on 4 December 2018,Good quality,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,[],['Good quality'],[],[],[],Happy happy. Good quality
73,73,1583824225-92,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nagamahesh Nidigallu,Nice one,Reviewed in India on 4 December 2018,Nice one,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],['Nice one'],[],[],[],Nice one. Nice one
74,74,1583824234-131,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Archa,Ok ok product,Reviewed in India on 1 April 2019,2.5/5,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],[],[],[],[],Ok ok product. 2.5/5
75,75,1583824239-156,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sajitha,Nice product,Reviewed in India on 25 October 2018,I liked,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],[],[],[],[],Nice product. I liked
76,76,1583824228-101,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sunita Mishra,Worth of money,Reviewed in India on 9 June 2019,Its scent is very beautiful nd nice shampoo also,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,[],['nice shampoo'],[],[],[],Worth of money. Its scent is very beautiful nd nice shampoo also
77,77,1583824239-155,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chunni devi,It is very useful product hair fall,Reviewed in India on 24 October 2019,Thanks nice product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],['nice product'],[],[],[],It is very useful product hair fall. Thanks nice product
78,78,1583824215-56,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,unnidasan,Good,Reviewed in India on 2 March 2020,It's really good for my hair and i really like how it's smell.. It doesn't make my hair dry and frizzy...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,[],"[""n't make"", 'really like']",[],[],[],Good. It's really good for my hair and i really like how it's smell.. It doesn't make my hair dry and frizzy...
79,79,1583824232-129,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Saumya Gupta,Go for it!,Reviewed in India on 18 February 2020,It is really very good shampoo. Thank you Nyle,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],"['is really', 'good shampoo', 'very good shampoo']",[],[],[],Go for it!. It is really very good shampoo. Thank you Nyle
80,80,1583824239-153,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hetal S.,Good,Reviewed in India on 8 January 2020,Nice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],[],[],[],[],Good. Nice
81,81,1583824259-241,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Prithvijit Sharma,increased hairfall,Reviewed in India on 15 August 2018,"Bought this shampoo from Amazon, increased hairfall considerably from the first wash itself. Dont recommend this at all.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,[],"['nt recommend', 'first wash', 'recommend all']",[],[],[],"increased hairfall. Bought this shampoo from Amazon, increased hairfall considerably from the first wash itself. Dont recommend this at all."
